"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061387","GO:0061387","regulation of extent of cell growth","11/842","109/18870",0.00941426321515439,0.0631186353340221,0.048421762501888,"EFNA5/CRABP2/SEMA3C/SEMA4B/PTPRS/CDH1/SEMA3F/SEMA4A/CTTN/DIP2B/BMPR2",11
"GO:0030336","GO:0030336","negative regulation of cell migration","27/842","373/18870",0.00953996165152552,0.0638778894395227,0.0490042279145285,"TACSTD2/CX3CL1/PTPRK/MCC/IGFBP3/CLDN5/MARVELD3/DAB2IP/LIMCH1/CDH1/STC1/SRGAP3/ROBO1/KLF4/CCL2/KANK1/RAP2B/ADGRG1/GJA1/RGCC/LRCH1/DLG5/SFRP1/CD74/SP100/BMPR1A/IFITM1",27
"GO:0007584","GO:0007584","response to nutrient","14/842","155/18870",0.00962240987348601,0.0642983799653132,0.0493268092293236,"ITGA2/ASS1/GPX1/AQP3/SNAI2/STC1/RUNX2/AGL/SOD2/CD40/GAS6/SFRP1/ALAD/PTGS2",14
"GO:0006949","GO:0006949","syncytium formation","8/842","67/18870",0.00967797803338307,0.0642983799653132,0.0493268092293236,"SCGB3A1/JAM2/DOCK5/PTGFRN/ADAM9/TANC1/CD9/DOCK1",8
"GO:0006956","GO:0006956","complement activation","8/842","67/18870",0.00967797803338307,0.0642983799653132,0.0493268092293236,"SUSD4/C1RL/IGHA1/CLU/RGCC/CFD/C3/CD59",8
"GO:0048645","GO:0048645","animal organ formation","8/842","67/18870",0.00967797803338307,0.0642983799653132,0.0493268092293236,"FGFR2/DKK1/BMP2/ROBO1/TGFBR2/SPRY1/HES1/BMPR1A",8
"GO:0051057","GO:0051057","positive regulation of small GTPase mediated signal transduction","8/842","67/18870",0.00967797803338307,0.0642983799653132,0.0493268092293236,"TGM2/LPAR6/ROBO1/NOTCH2/ADGRG1/F11R/NET1/PIK3CB",8
"GO:0070301","GO:0070301","cellular response to hydrogen peroxide","8/842","67/18870",0.00967797803338307,0.0642983799653132,0.0493268092293236,"EDN1/AQP1/MAP3K5/STAT6/MAPK13/PRKCD/NET1/PLEKHA1",8
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","10/842","95/18870",0.00978342681555785,0.064831002760977,0.0497354133504083,"EDN1/ADM/DDAH1/KCNK6/SOD2/NAV2/GAS6/RPS6KA2/IER3/BMPR2",10
"GO:0045103","GO:0045103","intermediate filament-based process","10/842","95/18870",0.00978342681555785,0.064831002760977,0.0497354133504083,"KRT5/KRT15/KRT13/KRT14/KRT7/KRT17/KRT23/KRT19/PPL/DST",10
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","5/842","30/18870",0.00984366174229806,0.0648947828743531,0.0497843425689489,"TJP2/NT5E/ENTPD5/CMPK1/RRM2B",5
"GO:0010039","GO:0010039","response to iron ion","5/842","30/18870",0.00984366174229806,0.0648947828743531,0.0497843425689489,"SLC40A1/TFF1/CYBRD1/TFAP2A/ALAD",5
"GO:0010894","GO:0010894","negative regulation of steroid biosynthetic process","5/842","30/18870",0.00984366174229806,0.0648947828743531,0.0497843425689489,"PDE8B/BMP2/SNAI2/ERLIN1/ATP1A1",5
"GO:0097205","GO:0097205","renal filtration","5/842","30/18870",0.00984366174229806,0.0648947828743531,0.0497843425689489,"CD34/AQP1/IGHA1/ITGA3/GAS6",5
"GO:0002764","GO:0002764","immune response-regulating signaling pathway","34/842","500/18870",0.0099816236449689,0.0657198301348466,0.0504172815146189,"LTF/PIGR/S100A14/CEACAM1/GATA3/MAP3K1/TNFRSF21/SHB/KCNN4/DAB2IP/PTPRS/LGR4/FOSL1/IGHA1/CTSH/GBP1/TICAM1/LGALS3/PYCARD/CD40/CD47/PRKCD/PLSCR1/ZC3H12A/TIFA/PLEKHA1/BCL10/TSPAN6/HLA-DRB1/WDFY1/IKBKB/YES1/GBP2/IRF1",34
"GO:0010469","GO:0010469","regulation of signaling receptor activity","11/842","110/18870",0.0100521911688652,0.065930547960498,0.0505789347007915,"MUC4/EDN1/GPRC5A/PSCA/RAMP3/PLAU/CCL2/ERRFI1/PRKCD/PPARA/CAPN1",11
"GO:0014812","GO:0014812","muscle cell migration","11/842","110/18870",0.0100521911688652,0.065930547960498,0.0505789347007915,"ITGA2/IGFBP3/DOCK5/SORL1/PLAU/PLAT/DDR1/GRB10/NET1/S100A11/BMPR1A",11
"GO:0045445","GO:0045445","myoblast differentiation","11/842","110/18870",0.0100521911688652,0.065930547960498,0.0505789347007915,"SOX15/GPX1/IGFBP3/SOX9/PITX1/ZFP36L1/MAP3K5/TCF7L2/BCL9L/EPAS1/SDC1",11
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","12/842","125/18870",0.0100694650346837,0.0659594970151889,0.0506011431063357,"S100A14/CXCL17/JAM2/CCL2/ADAM10/LGALS3/PYCARD/ASCL2/CD47/LRCH1/GAS6/TNFRSF14",12
"GO:0030010","GO:0030010","establishment of cell polarity","14/842","156/18870",0.0101519471632897,0.0664149706639193,0.0509505618909463,"FERMT1/AMOTL2/GATA3/WWC1/FRMD4B/KANK1/GJA1/SPRY1/WEE1/MISP/SIPA1L3/HES1/PRKCI/FRMD4A",14
"GO:0051048","GO:0051048","negative regulation of secretion","15/842","172/18870",0.0102450757088925,0.0669388449820508,0.0513524545757162,"FAM3D/EDN1/CEACAM1/PDE8B/ERBB3/IRS1/GJA1/ATP9A/FOXO1/VAMP8/RAB11FIP1/SFRP1/CD74/CRY1/FRMD4A",15
"GO:0071364","GO:0071364","cellular response to epidermal growth factor stimulus","6/842","42/18870",0.0103123093792471,0.0672924106948579,0.0516236942006504,"EGFR/ERBB2/SOX9/DAB2IP/SNAI2/ZFP36L1",6
"GO:0014909","GO:0014909","smooth muscle cell migration","10/842","96/18870",0.0104982230528446,0.0684185337205085,0.0524876048572638,"ITGA2/IGFBP3/DOCK5/SORL1/PLAU/PLAT/DDR1/GRB10/S100A11/BMPR1A",10
"GO:0030832","GO:0030832","regulation of actin filament length","14/842","157/18870",0.0107040649146335,0.069457418578287,0.0532845903368127,"CDC42EP5/SSH3/ADD3/LIMA1/KANK1/MKKS/PYCARD/CDC42EP4/CDC42EP1/PRKCD/SWAP70/TRIOBP/CTTN/PLEKHG2",14
"GO:0050770","GO:0050770","regulation of axonogenesis","14/842","157/18870",0.0107040649146335,0.069457418578287,0.0532845903368127,"EFNA5/CRABP2/SEMA3C/SEMA4B/PTPRS/CDH1/ROBO1/PLXNB1/SEMA3F/EFNA1/PLXNB2/SEMA4A/DIP2B/BMPR2",14
"GO:0070227","GO:0070227","lymphocyte apoptotic process","9/842","82/18870",0.0107142752080797,0.069457418578287,0.0532845903368127,"TNFRSF21/EBF4/LGALS3/EFNA1/BCL3/CD74/FAS/BCL10/CASP7",9
"GO:0060840","GO:0060840","artery development","11/842","111/18870",0.0107228282323134,0.069457418578287,0.0532845903368127,"EDN1/SLC2A10/ROBO1/TGFBR2/TGFB2/LDLR/EFNB2/HES1/BMPR1A/NDST1/BMPR2",11
"GO:0009310","GO:0009310","amine catabolic process","4/842","20/18870",0.0107659675901225,0.069457418578287,0.0532845903368127,"HNMT/ALDH7A1/SMOX/COMT",4
"GO:0043011","GO:0043011","myeloid dendritic cell differentiation","4/842","20/18870",0.0107659675901225,0.069457418578287,0.0532845903368127,"ITGB6/ITGB8/TGFBR2/NOTCH2",4
"GO:0071474","GO:0071474","cellular hyperosmotic response","4/842","20/18870",0.0107659675901225,0.069457418578287,0.0532845903368127,"AQP1/YBX3/FBP1/SLC2A1",4
"GO:0072079","GO:0072079","nephron tubule formation","4/842","20/18870",0.0107659675901225,0.069457418578287,0.0532845903368127,"GATA3/SOX9/IRX3/HS2ST1",4
"GO:0001889","GO:0001889","liver development","13/842","142/18870",0.0110849254967188,0.0709403447595087,0.0544222242380363,"CLDN1/ITGA2/MET/CEACAM1/ASS1/SOX9/CCND1/SMAD3/NOTCH2/SOD2/TGFBR3/HES1/NPHP3",13
"GO:0006686","GO:0006686","sphingomyelin biosynthetic process","3/842","11/18870",0.0111617972745025,0.0709403447595087,0.0544222242380363,"SGMS2/SAMD8/SGMS1",3
"GO:0031943","GO:0031943","regulation of glucocorticoid metabolic process","3/842","11/18870",0.0111617972745025,0.0709403447595087,0.0544222242380363,"BMP2/H6PD/ATP1A1",3
"GO:0032000","GO:0032000","positive regulation of fatty acid beta-oxidation","3/842","11/18870",0.0111617972745025,0.0709403447595087,0.0544222242380363,"IRS1/PLIN5/PPARA",3
"GO:0033632","GO:0033632","regulation of cell-cell adhesion mediated by integrin","3/842","11/18870",0.0111617972745025,0.0709403447595087,0.0544222242380363,"PIEZO1/PODXL/SWAP70",3
"GO:0035666","GO:0035666","TRIF-dependent toll-like receptor signaling pathway","3/842","11/18870",0.0111617972745025,0.0709403447595087,0.0544222242380363,"TICAM1/CD40/IKBKB",3
"GO:0035878","GO:0035878","nail development","3/842","11/18870",0.0111617972745025,0.0709403447595087,0.0544222242380363,"ITGB4/ITGA6/FZD6",3
"GO:0044848","GO:0044848","biological phase","3/842","11/18870",0.0111617972745025,0.0709403447595087,0.0544222242380363,"CDH3/FERMT1/TGFB2",3
"GO:0060433","GO:0060433","bronchus development","3/842","11/18870",0.0111617972745025,0.0709403447595087,0.0544222242380363,"AGR2/SOX9/TGFBR2",3
"GO:0072173","GO:0072173","metanephric tubule morphogenesis","3/842","11/18870",0.0111617972745025,0.0709403447595087,0.0544222242380363,"SOX9/LGR4/HES1",3
"GO:1901998","GO:1901998","toxin transport","3/842","11/18870",0.0111617972745025,0.0709403447595087,0.0544222242380363,"SLC7A8/ADAM10/RAB40B",3
"GO:1902883","GO:1902883","negative regulation of response to oxidative stress","3/842","11/18870",0.0111617972745025,0.0709403447595087,0.0544222242380363,"NCOA7/OXR1/GGT7",3
"GO:0001562","GO:0001562","response to protozoan","5/842","31/18870",0.0113153145931399,0.0712976026390845,0.0546962963263379,"GBP1/CD40/BCL3/GBP2/IER3",5
"GO:0034755","GO:0034755","iron ion transmembrane transport","5/842","31/18870",0.0113153145931399,0.0712976026390845,0.0546962963263379,"LTF/LCN2/SLC40A1/STEAP4/SLC39A8",5
"GO:0035335","GO:0035335","peptidyl-tyrosine dephosphorylation","5/842","31/18870",0.0113153145931399,0.0712976026390845,0.0546962963263379,"PTPRS/PTPRB/PTPRF/PTPN13/DUSP5",5
"GO:0060674","GO:0060674","placenta blood vessel development","5/842","31/18870",0.0113153145931399,0.0712976026390845,0.0546962963263379,"ITGB8/FOSL1/NOTCH2/SOCS3/HES1",5
"GO:0061437","GO:0061437","renal system vasculature development","5/842","31/18870",0.0113153145931399,0.0712976026390845,0.0546962963263379,"CD34/AQP1/NOTCH2/HES1/PECAM1",5
"GO:0061440","GO:0061440","kidney vasculature development","5/842","31/18870",0.0113153145931399,0.0712976026390845,0.0546962963263379,"CD34/AQP1/NOTCH2/HES1/PECAM1",5
"GO:1900027","GO:1900027","regulation of ruffle assembly","5/842","31/18870",0.0113153145931399,0.0712976026390845,0.0546962963263379,"TACSTD2/EPS8L1/SH3YL1/KANK1/ICAM1",5
"GO:0045833","GO:0045833","negative regulation of lipid metabolic process","11/842","112/18870",0.0114272152071509,0.0719143396288061,0.0551694290530579,"CEACAM1/PDE8B/BMP2/SOX9/SORL1/SNAI2/PLIN5/SLC27A1/ERLIN1/ATP1A1/PPP2R5A",11
"GO:0032835","GO:0032835","glomerulus development","8/842","69/18870",0.0114831069330472,0.072177518945587,0.0553713283226656,"LGR4/CD34/AQP1/NOTCH2/PODXL/HES1/WWTR1/PECAM1",8
"GO:0045622","GO:0045622","regulation of T-helper cell differentiation","6/842","43/18870",0.011543966959209,0.0724616602710038,0.0555893086972965,"GATA3/SHB/ASCL2/ZC3H12A/HLA-DRA/HLA-DRB1",6
"GO:0001895","GO:0001895","retina homeostasis","9/842","83/18870",0.0115565681617627,0.0724616602710038,0.0555893086972965,"LTF/PIGR/CDH3/AZGP1/IGHA1/MKKS/DRAM2/NPHP3/SLC2A1",9
"GO:0014074","GO:0014074","response to purine-containing compound","13/842","143/18870",0.0117126868063386,0.0733508798897566,0.0562714777740424,"ASS1/NT5E/FOSL1/STC1/AQP1/ZFP36L1/ITPR2/AHR/FBP1/SDC1/THBD/PTGS2/EEF2K",13
"GO:0031099","GO:0031099","regeneration","16/842","191/18870",0.011774691358355,0.0736492585085401,0.0565003803562658,"ANXA3/CLDN1/SOX15/KLF5/GPX1/YAP1/CCND1/PTPRS/ADM/NFIB/PTPRF/PTGFRN/KLF4/TGFBR3/CD9/GAS6",16
"GO:0001836","GO:0001836","release of cytochrome c from mitochondria","7/842","56/18870",0.0118816745596873,0.0739025871533321,0.0566947226358181,"SFN/GPX1/TNFSF10/CLU/BBC3/SOD2/PYCARD",7
"GO:0001954","GO:0001954","positive regulation of cell-matrix adhesion","7/842","56/18870",0.0118816745596873,0.0739025871533321,0.0566947226358181,"FERMT1/CX3CL1/SDC4/RIN2/SMAD3/CDK6/SFRP1",7
"GO:0030857","GO:0030857","negative regulation of epithelial cell differentiation","7/842","56/18870",0.0118816745596873,0.0739025871533321,0.0566947226358181,"YAP1/SOX9/CCND1/SPRY1/SPRED2/GRHL2/HES1",7
"GO:0061097","GO:0061097","regulation of protein tyrosine kinase activity","7/842","56/18870",0.0118816745596873,0.0739025871533321,0.0566947226358181,"GPRC5A/ERBB3/RAP2B/EFNA1/ERRFI1/SH3BP5/ABI1",7
"GO:0031214","GO:0031214","biomineral tissue development","15/842","175/18870",0.0118872361866834,0.0739025871533321,0.0566947226358181,"LTF/ITGB6/FGFR2/SGMS2/BMP2/SOX9/SMAD3/LGR4/WLS/TFAP2A/PPARA/GAS6/BMPR1A/PTGS2/BMPR2",15
"GO:0048706","GO:0048706","embryonic skeletal system development","12/842","128/18870",0.0120281284958881,0.0746879794859684,0.0572972401142215,"FGFR2/PBX1/SMAD3/KIAA1217/SLC2A10/TGFBR2/RUNX2/TFAP2A/MDFI/GRHL2/BMI1/NDST1",12
"GO:0008016","GO:0008016","regulation of heart contraction","17/842","208/18870",0.0120950581195949,0.0750127606957707,0.0575463975702232,"EDN1/ADM/STC1/CXADR/GPD1L/DSG2/IRX3/ATP1B1/GJA1/TGFB2/HBEGF/THRB/EPAS1/ZC3H12A/ATP1A1/GCH1/CAMK2D",17
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","23/842","310/18870",0.0121422963789023,0.0752147803470894,0.0577013779104206,"EDN1/CEACAM1/ASS1/SCNN1A/SORL1/IRS1/CPEB2/CAV2/ZFP36L1/KANK1/INSR/PXN/STAT6/SLC27A1/GRB10/FOXO1/PRKCD/FBP1/SOCS3/PRKCI/ZDHHC7/SP1/EEF2K",23
"GO:0006907","GO:0006907","pinocytosis","4/842","21/18870",0.0128385428000824,0.0782741815818504,0.0600484121769827,"PROM2/CLN3/EHD4/PYCARD",4
"GO:0010288","GO:0010288","response to lead ion","4/842","21/18870",0.0128385428000824,0.0782741815818504,0.0600484121769827,"CLDN1/PLSCR1/ALAD/PTGS2",4
"GO:0035024","GO:0035024","negative regulation of Rho protein signal transduction","4/842","21/18870",0.0128385428000824,0.0782741815818504,0.0600484121769827,"MET/KANK1/ITGA3/HEG1",4
"GO:0060973","GO:0060973","cell migration involved in heart development","4/842","21/18870",0.0128385428000824,0.0782741815818504,0.0600484121769827,"EDN1/FLRT3/SEMA3C/SNAI2",4
"GO:0097734","GO:0097734","extracellular exosome biogenesis","4/842","21/18870",0.0128385428000824,0.0782741815818504,0.0600484121769827,"SDC4/CD34/ATP9A/SDC1",4
"GO:0030501","GO:0030501","positive regulation of bone mineralization","6/842","44/18870",0.0128757976662382,0.0782741815818504,0.0600484121769827,"LTF/BMP2/SMAD3/TFAP2A/BMPR1A/BMPR2",6
"GO:0090207","GO:0090207","regulation of triglyceride metabolic process","6/842","44/18870",0.0128757976662382,0.0782741815818504,0.0600484121769827,"SORL1/PLIN5/LDLR/SLC27A1/C3/PNPLA2",6
"GO:0097178","GO:0097178","ruffle assembly","6/842","44/18870",0.0128757976662382,0.0782741815818504,0.0600484121769827,"TACSTD2/STON1/EPS8L1/SH3YL1/KANK1/ICAM1",6
"GO:2001237","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","10/842","99/18870",0.0128816635902,0.0782741815818504,0.0600484121769827,"CX3CL1/GPX1/ITGA6/YAP1/EYA2/SNAI2/TCF7L2/LGALS3/ICAM1/CTTN",10
"GO:0001516","GO:0001516","prostaglandin biosynthetic process","5/842","32/18870",0.0129299193103962,0.0782741815818504,0.0600484121769827,"EDN1/PTGES/CD74/PTGDS/PTGS2",5
"GO:0010458","GO:0010458","exit from mitosis","5/842","32/18870",0.0129299193103962,0.0782741815818504,0.0600484121769827,"NFIA/NFIB/RGCC/CDC14A/CDKN1C",5
"GO:0010765","GO:0010765","positive regulation of sodium ion transport","5/842","32/18870",0.0129299193103962,0.0782741815818504,0.0600484121769827,"GPD1L/ATP1B1/PRSS8/ANK3/CHP1",5
"GO:0046457","GO:0046457","prostanoid biosynthetic process","5/842","32/18870",0.0129299193103962,0.0782741815818504,0.0600484121769827,"EDN1/PTGES/CD74/PTGDS/PTGS2",5
"GO:0046685","GO:0046685","response to arsenic-containing substance","5/842","32/18870",0.0129299193103962,0.0782741815818504,0.0600484121769827,"GSTO2/CPEB2/MAPK13/ZC3H12A/ALAD",5
"GO:0048710","GO:0048710","regulation of astrocyte differentiation","5/842","32/18870",0.0129299193103962,0.0782741815818504,0.0600484121769827,"BMP2/CLCF1/IL6ST/LDLR/HES1",5
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","5/842","32/18870",0.0129299193103962,0.0782741815818504,0.0600484121769827,"DKK1/EYA2/KLF4/ETS2/BMPR1A",5
"GO:0061036","GO:0061036","positive regulation of cartilage development","5/842","32/18870",0.0129299193103962,0.0782741815818504,0.0600484121769827,"BMP2/SOX9/SMAD3/RUNX2/BMPR2",5
"GO:1904861","GO:1904861","excitatory synapse assembly","5/842","32/18870",0.0129299193103962,0.0782741815818504,0.0600484121769827,"PTPRS/PTPN13/NPTN/PLXNB2/SEMA4A",5
"GO:0051963","GO:0051963","regulation of synapse assembly","11/842","114/18870",0.0129414127473989,0.0782741815818504,0.0600484121769827,"FLRT3/EFNA5/DKK1/PTPRS/TPBG/PTPN13/AGRN/DLG5/CLSTN3/SEMA4A/EEF2K",11
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","11/842","114/18870",0.0129414127473989,0.0782741815818504,0.0600484121769827,"MUC1/GPX1/CREB3L1/SNAI2/CLU/SOD2/YBX3/CD74/PIK3CB/PTGS2/RRM2B",11
"GO:0034332","GO:0034332","adherens junction organization","7/842","57/18870",0.0130388443873001,0.078655466072053,0.060340916394359,"CDH3/CDH1/RAMP2/ADAM10/DLG5/EFNB2/TJP1",7
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","13/842","145/18870",0.0130504584962599,0.078655466072053,0.060340916394359,"ADM/IRS1/FLT1/PLIN5/LDLR/SLC27A1/CHP1/PRKCD/PPARA/CD74/PTGS2/LDLRAP1/PNPLA2",13
"GO:0061008","GO:0061008","hepaticobiliary system development","13/842","145/18870",0.0130504584962599,0.078655466072053,0.060340916394359,"CLDN1/ITGA2/MET/CEACAM1/ASS1/SOX9/CCND1/SMAD3/NOTCH2/SOD2/TGFBR3/HES1/NPHP3",13
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process","17/842","210/18870",0.0132018419088118,0.0794744684862625,0.0609692180073369,"LIPH/ITPKC/INPP1/CLN3/LPCAT4/CDS1/SH3YL1/SLC44A4/SLC27A1/PLSCR1/LPCAT2/SOCS3/SOCS6/PIK3CB/PIGA/PISD/CHPT1",17
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","24/842","330/18870",0.0132501916813964,0.0796720200866145,0.0611207706608994,"GATA3/CLCF1/SHB/TGFBR2/IL6ST/CCL2/TICAM1/STAT6/PYCARD/CD40/CD47/EFNB1/GAS6/CD74/BMI1/BCL10/HLA-DRA/EFNB2/HES1/HLA-DMA/HLA-DRB1/AP1G1/YES1/TNFRSF14",24
"GO:0035050","GO:0035050","embryonic heart tube development","9/842","85/18870",0.0133882943842876,0.0804081521042287,0.0616854978534046,"EDN1/YAP1/IFT172/SMAD3/TGFBR2/NOTCH2/MKKS/HES1/NPHP3",9
"GO:0071695","GO:0071695","anatomical structure maturation","20/842","261/18870",0.0134328639613985,0.0805814728163891,0.0618184616653831,"LTF/DEFB1/NTN4/EDN1/CDH3/FERMT1/CX3CL1/GATA3/BMP2/RND1/SHB/PLXNB1/RUNX2/TGFB2/AGRN/C3/EPAS1/RPS6KA2/HES1/CDKN1C",20
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","12/842","130/18870",0.0134880341127619,0.0808179053321912,0.0619998419988981,"ANXA3/EDN1/MET/GATA3/RIN2/PLK2/PLPP3/CD40/ZC3H12A/PIK3CB/PTGS2/SP1",12
"GO:0003143","GO:0003143","embryonic heart tube morphogenesis","8/842","71/18870",0.0135248505863633,0.0809439424241046,0.0620965319558143,"YAP1/IFT172/SMAD3/TGFBR2/NOTCH2/MKKS/HES1/NPHP3",8
"GO:0042306","GO:0042306","regulation of protein import into nucleus","7/842","58/18870",0.0142747494218526,0.0839968837503196,0.0644386104726877,"FERMT1/CDH1/SMAD3/CHP1/PRKCD/ZC3H12A/PTGS2",7
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction","7/842","58/18870",0.0142747494218526,0.0839968837503196,0.0644386104726877,"CXADR/DSG2/IRX3/ATP1B1/GJA1/ATP1A1/CAMK2D",7
"GO:0002347","GO:0002347","response to tumor cell","6/842","45/18870",0.0143116514016014,0.0839968837503196,0.0644386104726877,"CEACAM1/KLF4/NOTCH2/TNFRSF10B/AHR/HLA-DRB1",6
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","9/842","86/18870",0.0143809121169473,0.0839968837503196,0.0644386104726877,"FGFR2/FLRT3/GATA3/CREB3L1/NPTN/RUNX2/SPRY1/GALNT3/NDST1",9
"GO:0009267","GO:0009267","cellular response to starvation","15/842","179/18870",0.0143889353957712,0.0839968837503196,0.0644386104726877,"NUPR2/MAP3K5/FOXO1/PPARA/ZC3H12A/GAS6/SFRP1/FAS/SLC2A1/RALB/COMT/SP1/WDR59/GAS2L1/BMPR2",15
"GO:0003183","GO:0003183","mitral valve morphogenesis","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"EFNA1/BMPR1A/BMPR2",3
"GO:0007501","GO:0007501","mesodermal cell fate specification","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"DKK1/EYA2/BMPR1A",3
"GO:0009950","GO:0009950","dorsal/ventral axis specification","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"MDFI/SFRP1/BMPR1A",3
"GO:0010944","GO:0010944","negative regulation of transcription by competitive promoter binding","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"MUC1/TFAP2A/BHLHE41",3
"GO:0015780","GO:0015780","nucleotide-sugar transmembrane transport","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"SLC35C1/SLC35A1/SLC35A3",3
"GO:0015840","GO:0015840","urea transport","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"SLC14A1/UPK3A/AQP3",3
"GO:0032351","GO:0032351","negative regulation of hormone metabolic process","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"PDE8B/BMP2/ATP1A1",3
"GO:0033629","GO:0033629","negative regulation of cell adhesion mediated by integrin","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"MUC1/SNAI2/SWAP70",3
"GO:0034111","GO:0034111","negative regulation of homotypic cell-cell adhesion","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"CEACAM1/PRKCD/CD9",3
"GO:0042117","GO:0042117","monocyte activation","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"ADAM9/ADAM10/MT1G",3
"GO:0042416","GO:0042416","dopamine biosynthetic process","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"ALDH2/TGFB2/GCH1",3
"GO:0051238","GO:0051238","sequestering of metal ion","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"SLC30A7/S100A9/BDH2",3
"GO:0052646","GO:0052646","alditol phosphate metabolic process","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"GPD1L/GK5/GPD2",3
"GO:0061309","GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"EDN1/SEMA3C/HES1",3
"GO:0072182","GO:0072182","regulation of nephron tubule epithelial cell differentiation","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"GATA3/YAP1/WWTR1",3
"GO:0097084","GO:0097084","vascular associated smooth muscle cell development","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"ADM/RAMP2/HES1",3
"GO:1901203","GO:1901203","positive regulation of extracellular matrix assembly","3/842","12/18870",0.0143952545947613,0.0839968837503196,0.0644386104726877,"SOX9/SMAD3/RGCC",3
