"CpG","sample_id","Beta_value","sample_type","group","chr","pos","UCSC_RefGene_Name","UCSC_RefGene_Group","Position","Gene_Region","Label.x","Label.y"
"cg27056119","TCGA-G9-6373-11",0.0407,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6370-01",0.1088,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-CH-5771-01",0.2904,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-YL-A8SJ-01",0.4332,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-7738-01",0.5707,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-A6RA-01",0.2868,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-J4-8198-01",0.6262,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-7123-01",0.6837,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-2A-A8W1-01",0.8765,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6363-01",0.5052,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-ZG-A9L2-01",0.2385,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-7749-01",0.5836,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-CH-5768-01",0.6493,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KK-A6E7-01",0.5708,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6332-01",0.7012,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-A46G-01",0.6986,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-V1-A9OX-01",0.4086,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-J4-A6G3-01",0.2602,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-VN-A88L-01",0.4666,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-7312-01",0.636,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-V1-A8MM-01",0.5853,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-A65F-01",0.6381,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6498-01",0.601,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-5505-01",0.4356,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-CH-5761-11",0.0381,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-8261-01",0.5058,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-XQ-A8TB-01",0.3375,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6329-01",0.2834,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-5496-01",0.4632,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg12586150","TCGA-G9-6343-01",0.9042,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-KK-A8IA-01",0.9033,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-KK-A6E4-01",0.865,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-AB20-01",0.8422,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-H9-7775-01",0.9003,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-XJ-A9DX-01",0.9022,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-KK-A6E6-01",0.849,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-G9-6339-01",0.7979,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-5509-01",0.829,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-5521-01",0.829,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-YL-A8SB-01",0.7848,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-V1-A9OF-01",0.9263,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-CH-5754-01",0.8159,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-7125-01",0.7961,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-7797-01",0.8324,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-YL-A9WI-01",0.8923,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-7314-01",0.9423,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-XA-A8JR-01",0.811,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-7781-01",0.8287,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-QU-A6IN-01",0.9209,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-CH-5751-01",0.6399,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-V1-A8WL-01",0.8808,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-HC-A6AO-01",0.8748,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-KK-A7B3-01",0.8786,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-XK-AAJT-01",0.892,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-AB27-01",0.88,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-CH-5788-01",0.8275,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-KK-A8I5-01",0.912,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-YL-A8S9-01",0.9439,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-CH-5761-01",0.8462,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-KK-A7AZ-01",0.7463,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-G9-6366-01",0.8724,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-HC-7819-01",0.9314,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-KC-A4BN-01",0.8891,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-KK-A8IG-01",0.7492,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-ZG-A8QW-01",0.7706,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-7786-01",0.8166,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-J4-A83K-01",0.9096,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-YL-A8HK-01",0.7929,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-5501-01",0.8331,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-8470-01",0.8228,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-J9-A8CL-01",0.8001,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-A7NF-01",0.9241,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-CH-5762-11",0.8133,"Solid Tissue Normal","Normal","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-XK-AAJA-01",0.8891,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-7330-01",0.8013,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-VP-AA1N-01",0.7619,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-5524-01",0.8541,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-KK-A6E8-01",0.9142,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-HC-7821-01",0.9175,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-HC-7209-01",0.8535,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-HC-7742-01",0.8787,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-G9-6351-01",0.831,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-8474-01",0.9098,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-HC-7075-01",0.9089,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-J9-A8CP-01",0.839,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-KK-A8IM-01",0.8103,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-G9-6348-01",0.8379,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-CH-5789-01",0.8468,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-KC-A7F6-01",0.9059,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-G9-6333-11",0.6421,"Solid Tissue Normal","Normal","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-KC-A4BL-01",0.7608,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-J4-A67Q-01",0.705,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-2A-A8VL-01",0.8959,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-V1-A9ZK-01",0.8911,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-V1-A9O5-01",0.3895,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-VP-A879-01",0.8789,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-HC-7819-11",0.8524,"Solid Tissue Normal","Normal","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-VN-A88Q-01",0.8564,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-HC-7737-01",0.8185,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-V1-A8WS-01",0.9218,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-HC-8213-01",0.9229,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-M7-A721-01",0.8023,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-ZG-A9LZ-01",0.7919,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-CH-5765-01",0.8988,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-V1-A8WW-01",0.8781,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-HC-A48F-01",0.899,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-V1-A9OQ-01",0.8417,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-5514-01",0.6852,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-G9-6384-01",0.844,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-V1-A9ZG-01",0.7407,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-YL-A8HM-01",0.8279,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-G9-6377-01",0.8569,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-M7-A722-01",0.9275,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-G9-6361-01",0.917,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-5511-01",0.8411,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-ZG-A9KY-01",0.9041,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-7784-11",0.67,"Solid Tissue Normal","Normal","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-ZG-A9LN-01",0.7258,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-5526-01",0.8861,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-HC-7820-11",0.8612,"Solid Tissue Normal","Normal","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-YJ-A8SW-01",0.8777,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-7794-01",0.8047,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-A46B-01",0.8557,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-5542-01",0.8696,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-YL-A9WJ-01",0.8409,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-7328-11",0.7275,"Solid Tissue Normal","Normal","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-V1-A9Z8-01",0.8271,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-EJ-A46F-01",0.9397,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-YL-A8SK-01",0.6944,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
"cg12586150","TCGA-MG-AAMC-01",0.9188,"Primary Tumor","Tumor","chr6",2840792,"SERPINB1","Body","chr6:2840792","Gene Body","CpG-3 (chr6:2840792)","CpG-2 (chr6:2840792)"
