"CpG","sample_id","Beta_value"
"cg15199326","TCGA-HC-8266-01",0.4613
"cg15199326","TCGA-HC-A48F-01",0.8017
"cg15199326","TCGA-HC-A4ZV-01",0.6493
"cg15199326","TCGA-HC-A631-01",0.7966
"cg15199326","TCGA-HC-A632-01",0.5194
"cg15199326","TCGA-HC-A6AL-01",0.671
"cg15199326","TCGA-HC-A6AN-01",0.6737
"cg15199326","TCGA-HC-A6AO-01",0.7693
"cg15199326","TCGA-HC-A6AP-01",0.5211
"cg15199326","TCGA-HC-A6AQ-01",0.5563
"cg15199326","TCGA-HC-A6AS-01",0.5506
"cg15199326","TCGA-HC-A6HX-01",0.2984
"cg15199326","TCGA-HC-A6HY-01",0.2573
"cg15199326","TCGA-HC-A76W-01",0.5615
"cg15199326","TCGA-HC-A76X-01",0.6035
"cg15199326","TCGA-HC-A8CY-01",0.6258
"cg15199326","TCGA-HC-A8D0-01",0.3193
"cg15199326","TCGA-HC-A8D1-01",0.3244
"cg15199326","TCGA-HC-A9TE-01",0.5962
"cg15199326","TCGA-HC-A9TH-01",0.5853
"cg15199326","TCGA-HI-7168-01",0.6283
"cg15199326","TCGA-HI-7169-01",0.5799
"cg15199326","TCGA-HI-7170-01",0.5686
"cg15199326","TCGA-HI-7171-01",0.7921
"cg15199326","TCGA-J4-8198-01",0.5842
"cg15199326","TCGA-J4-8200-01",0.3937
"cg15199326","TCGA-J4-A67K-01",0.6194
"cg15199326","TCGA-J4-A67L-01",0.5668
"cg15199326","TCGA-J4-A67M-01",0.5235
"cg15199326","TCGA-J4-A67N-01",0.7274
"cg15199326","TCGA-J4-A67O-01",0.4315
"cg15199326","TCGA-J4-A67Q-01",0.5619
"cg15199326","TCGA-J4-A67R-01",0.4733
"cg15199326","TCGA-J4-A67S-01",0.5991
"cg15199326","TCGA-J4-A67T-01",0.5625
"cg15199326","TCGA-J4-A6G1-01",0.3217
"cg15199326","TCGA-J4-A6G3-01",0.351
"cg15199326","TCGA-J4-A6M7-01",0.7833
"cg15199326","TCGA-J4-A83I-01",0.6171
"cg15199326","TCGA-J4-A83J-01",0.6252
"cg15199326","TCGA-J4-A83K-01",0.5503
"cg15199326","TCGA-J4-A83L-01",0.4836
"cg15199326","TCGA-J4-A83M-01",0.596
"cg15199326","TCGA-J4-A83N-01",0.6039
"cg15199326","TCGA-J4-AATV-01",0.2685
"cg15199326","TCGA-J4-AATZ-01",0.575
"cg15199326","TCGA-J4-AAU2-01",0.4081
"cg15199326","TCGA-J9-A52B-01",0.5388
"cg15199326","TCGA-J9-A52C-01",0.423
"cg15199326","TCGA-J9-A52D-01",0.8606
"cg15199326","TCGA-J9-A52E-01",0.6252
"cg15199326","TCGA-J9-A8CK-01",0.4688
"cg15199326","TCGA-J9-A8CL-01",0.5661
"cg15199326","TCGA-J9-A8CM-01",0.5125
"cg15199326","TCGA-J9-A8CN-01",0.6828
"cg15199326","TCGA-J9-A8CP-01",0.4951
"cg15199326","TCGA-KC-A4BL-01",0.3181
"cg15199326","TCGA-KC-A4BN-01",0.4741
"cg15199326","TCGA-KC-A4BO-01",0.0924
"cg15199326","TCGA-KC-A4BR-01",0.256
"cg15199326","TCGA-KC-A4BV-01",0.6339
"cg15199326","TCGA-KC-A7F3-01",0.5596
"cg15199326","TCGA-KC-A7F5-01",0.8354
"cg15199326","TCGA-KC-A7F6-01",0.6236
"cg15199326","TCGA-KC-A7FA-01",0.4527
"cg15199326","TCGA-KC-A7FD-01",0.7798
"cg15199326","TCGA-KC-A7FE-01",0.2797
"cg15199326","TCGA-KK-A59V-01",0.5421
"cg15199326","TCGA-KK-A59X-01",0.7725
"cg15199326","TCGA-KK-A59Y-01",0.7741
"cg15199326","TCGA-KK-A59Z-01",0.786
"cg15199326","TCGA-KK-A5A1-01",0.8315
"cg15199326","TCGA-KK-A6DY-01",0.5927
"cg15199326","TCGA-KK-A6E0-01",0.7277
"cg15199326","TCGA-KK-A6E1-01",0.7346
"cg15199326","TCGA-KK-A6E2-01",0.7996
"cg15199326","TCGA-KK-A6E3-01",0.5999
"cg15199326","TCGA-KK-A6E4-01",0.703
"cg15199326","TCGA-KK-A6E5-01",0.5858
"cg15199326","TCGA-KK-A6E6-01",0.6624
"cg15199326","TCGA-KK-A6E7-01",0.7267
"cg15199326","TCGA-KK-A6E8-01",0.7887
"cg15199326","TCGA-KK-A7AP-01",0.6747
"cg15199326","TCGA-KK-A7AQ-01",0.721
"cg15199326","TCGA-KK-A7AU-01",0.7936
"cg15199326","TCGA-KK-A7AV-01",0.4732
"cg15199326","TCGA-KK-A7AW-01",0.6459
"cg15199326","TCGA-KK-A7AY-01",0.6862
"cg15199326","TCGA-KK-A7AZ-01",0.4147
"cg15199326","TCGA-KK-A7B0-01",0.3856
"cg15199326","TCGA-KK-A7B1-01",0.4658
"cg15199326","TCGA-KK-A7B2-01",0.3136
"cg15199326","TCGA-KK-A7B3-01",0.6494
"cg15199326","TCGA-KK-A7B4-01",0.6739
"cg15199326","TCGA-KK-A8I4-01",0.3981
"cg15199326","TCGA-KK-A8I5-01",0.7066
"cg15199326","TCGA-KK-A8I6-01",0.514
"cg15199326","TCGA-KK-A8I7-01",0.3287
"cg15199326","TCGA-KK-A8I8-01",0.6068
"cg15199326","TCGA-KK-A8I9-01",0.5242
"cg15199326","TCGA-KK-A8IA-01",0.7567
"cg15199326","TCGA-KK-A8IB-01",0.4011
"cg15199326","TCGA-KK-A8IC-01",0.287
"cg15199326","TCGA-KK-A8ID-01",0.7422
"cg15199326","TCGA-KK-A8IF-01",0.856
"cg15199326","TCGA-KK-A8IG-01",0.5646
"cg15199326","TCGA-KK-A8IH-01",0.5974
"cg15199326","TCGA-KK-A8II-01",0.8423
"cg15199326","TCGA-KK-A8IJ-01",0.5487
"cg15199326","TCGA-KK-A8IK-01",0.0912
"cg15199326","TCGA-KK-A8IL-01",0.4915
"cg15199326","TCGA-KK-A8IM-01",0.331
"cg15199326","TCGA-M7-A71Y-01",0.3612
"cg15199326","TCGA-M7-A71Z-01",0.7647
"cg15199326","TCGA-M7-A720-01",0.2806
"cg15199326","TCGA-M7-A721-01",0.5328
"cg15199326","TCGA-M7-A722-01",0.6361
"cg15199326","TCGA-M7-A723-01",0.4145
"cg15199326","TCGA-M7-A724-01",0.8691
"cg15199326","TCGA-M7-A725-01",0.7241
"cg15199326","TCGA-MG-AAMC-01",0.6807
"cg15199326","TCGA-QU-A6IL-01",0.6654
"cg15199326","TCGA-QU-A6IM-01",0.4604
"cg15199326","TCGA-QU-A6IN-01",0.7153
"cg15199326","TCGA-QU-A6IO-01",0.6156
"cg15199326","TCGA-QU-A6IP-01",0.5368
"cg15199326","TCGA-SU-A7E7-01",0.4451
"cg15199326","TCGA-TK-A8OK-01",0.4727
"cg15199326","TCGA-TP-A8TT-01",0.4079
"cg15199326","TCGA-TP-A8TV-01",0.8027
"cg15199326","TCGA-V1-A8MF-01",0.3656
"cg15199326","TCGA-V1-A8MG-01",0.5062
"cg15199326","TCGA-V1-A8MJ-01",0.3745
"cg15199326","TCGA-V1-A8MK-01",0.2478
"cg15199326","TCGA-V1-A8ML-01",0.5676
"cg15199326","TCGA-V1-A8MM-01",0.6496
"cg15199326","TCGA-V1-A8MU-01",0.4981
"cg15199326","TCGA-V1-A8WL-01",0.6103
"cg15199326","TCGA-V1-A8WN-01",0.412
"cg15199326","TCGA-V1-A8WS-01",0.6398
"cg15199326","TCGA-V1-A8WV-01",0.0943
"cg15199326","TCGA-V1-A8WW-01",0.7434
"cg15199326","TCGA-V1-A8X3-01",0.6262
"cg15199326","TCGA-V1-A9O5-01",0.2498
"cg15199326","TCGA-V1-A9O7-01",0.4249
"cg15199326","TCGA-V1-A9O9-01",0.4625
"cg15199326","TCGA-V1-A9OA-01",0.3991
"cg15199326","TCGA-V1-A9OF-01",0.6866
"cg15199326","TCGA-V1-A9OH-01",0.4334
"cg15199326","TCGA-V1-A9OL-01",0.5968
"cg15199326","TCGA-V1-A9OQ-01",0.4511
"cg15199326","TCGA-V1-A9OT-01",0.6797
"cg15199326","TCGA-V1-A9OX-01",0.4794
"cg15199326","TCGA-V1-A9OY-01",0.4642
"cg15199326","TCGA-V1-A9Z7-01",0.4808
"cg15199326","TCGA-V1-A9Z8-01",0.3757
"cg15199326","TCGA-V1-A9Z9-01",0.5173
"cg15199326","TCGA-V1-A9ZG-01",0.3515
"cg15199326","TCGA-V1-A9ZI-01",0.34
"cg15199326","TCGA-V1-A9ZK-01",0.4243
"cg15199326","TCGA-V1-A9ZR-01",0.3928
"cg15199326","TCGA-VN-A88I-01",0.3062
"cg15199326","TCGA-VN-A88K-01",0.5048
"cg15199326","TCGA-VN-A88L-01",0.5285
"cg15199326","TCGA-VN-A88M-01",0.5849
"cg15199326","TCGA-VN-A88N-01",0.5573
"cg15199326","TCGA-VN-A88O-01",0.6184
"cg15199326","TCGA-VN-A88P-01",0.6875
"cg15199326","TCGA-VN-A88Q-01",0.6221
"cg15199326","TCGA-VN-A88R-01",0.6834
"cg15199326","TCGA-VN-A943-01",0.5903
"cg15199326","TCGA-VP-A872-01",0.5975
"cg15199326","TCGA-VP-A875-01",0.8986
"cg15199326","TCGA-VP-A876-01",0.5367
"cg15199326","TCGA-VP-A878-01",0.1736
"cg15199326","TCGA-VP-A879-01",0.4569
"cg15199326","TCGA-VP-A87B-01",0.8305
"cg15199326","TCGA-VP-A87C-01",0.2426
"cg15199326","TCGA-VP-A87D-01",0.4037
"cg15199326","TCGA-VP-A87E-01",0.2917
"cg15199326","TCGA-VP-A87H-01",0.5208
"cg15199326","TCGA-VP-A87J-01",0.5595
"cg15199326","TCGA-VP-A87K-01",0.7518
"cg15199326","TCGA-VP-AA1N-01",0.428
"cg15199326","TCGA-WW-A8ZI-01",0.8659
"cg15199326","TCGA-X4-A8KQ-01",0.4474
"cg15199326","TCGA-X4-A8KS-01",0.353
"cg15199326","TCGA-XA-A8JR-01",0.4388
"cg15199326","TCGA-XJ-A83F-01",0.6882
"cg15199326","TCGA-XJ-A83G-01",0.6561
"cg15199326","TCGA-XJ-A83H-01",0.5547
"cg15199326","TCGA-XJ-A9DI-01",0.2976
"cg15199326","TCGA-XJ-A9DK-01",0.2378
"cg15199326","TCGA-XJ-A9DQ-01",0.2894
"cg15199326","TCGA-XJ-A9DX-01",0.7007
"cg15199326","TCGA-XK-AAIR-01",0.2556
"cg15199326","TCGA-XK-AAIV-01",0.2774
"cg15199326","TCGA-XK-AAIW-01",0.7213
"cg15199326","TCGA-XK-AAJ3-01",0.6931
"cg15199326","TCGA-XK-AAJA-01",0.6248
"cg15199326","TCGA-XK-AAJP-01",0.717
"cg15199326","TCGA-XK-AAJR-01",0.4292
"cg15199326","TCGA-XK-AAJT-01",0.5526
"cg15199326","TCGA-XK-AAJU-01",0.1231
"cg15199326","TCGA-XK-AAK1-01",0.6202
"cg15199326","TCGA-XQ-A8TA-01",0.7907
"cg15199326","TCGA-XQ-A8TB-01",0.4831
"cg15199326","TCGA-Y6-A8TL-01",0.6005
"cg15199326","TCGA-Y6-A9XI-01",0.4988
"cg15199326","TCGA-YJ-A8SW-01",0.7754
"cg15199326","TCGA-YL-A8HJ-01",0.3958
"cg15199326","TCGA-YL-A8HK-01",0.3472
"cg15199326","TCGA-YL-A8HL-01",0.642
"cg15199326","TCGA-YL-A8HM-01",0.6573
"cg15199326","TCGA-YL-A8HO-01",0.4784
"cg15199326","TCGA-YL-A8S8-01",0.5777
"cg15199326","TCGA-YL-A8S9-01",0.8888
"cg15199326","TCGA-YL-A8SA-01",0.7722
"cg15199326","TCGA-YL-A8SB-01",0.6816
"cg15199326","TCGA-YL-A8SC-01",0.6261
"cg15199326","TCGA-YL-A8SF-01",0.607
"cg15199326","TCGA-YL-A8SH-01",0.6425
"cg15199326","TCGA-YL-A8SI-01",0.3778
"cg15199326","TCGA-YL-A8SJ-01",0.5864
"cg15199326","TCGA-YL-A8SK-01",0.5527
"cg15199326","TCGA-YL-A8SL-01",0.751
"cg15199326","TCGA-YL-A8SO-01",0.5647
"cg15199326","TCGA-YL-A8SP-01",0.7788
"cg15199326","TCGA-YL-A8SQ-01",0.7115
"cg15199326","TCGA-YL-A8SR-01",0.6443
"cg15199326","TCGA-YL-A9WH-01",0.7727
"cg15199326","TCGA-YL-A9WI-01",0.816
"cg15199326","TCGA-YL-A9WJ-01",0.4808
"cg15199326","TCGA-YL-A9WK-01",0.4793
"cg15199326","TCGA-YL-A9WL-01",0.8217
"cg15199326","TCGA-YL-A9WX-01",0.3033
"cg15199326","TCGA-YL-A9WY-01",0.406
"cg15199326","TCGA-ZG-A8QW-01",0.4609
"cg15199326","TCGA-ZG-A8QX-01",0.5554
"cg15199326","TCGA-ZG-A8QY-01",0.5457
"cg15199326","TCGA-ZG-A8QZ-01",0.4202
"cg15199326","TCGA-ZG-A9KY-01",0.5495
"cg15199326","TCGA-ZG-A9L0-01",0.5853
"cg15199326","TCGA-ZG-A9L1-01",0.5954
"cg15199326","TCGA-ZG-A9L2-01",0.3732
"cg15199326","TCGA-ZG-A9L4-01",0.4134
"cg15199326","TCGA-ZG-A9L5-01",0.7271
"cg15199326","TCGA-ZG-A9L6-01",0.4861
"cg15199326","TCGA-ZG-A9L9-01",0.5087
"cg15199326","TCGA-ZG-A9LB-01",0.4954
"cg15199326","TCGA-ZG-A9LM-01",0.56
"cg15199326","TCGA-ZG-A9LN-01",0.275
"cg15199326","TCGA-ZG-A9LS-01",0.396
"cg15199326","TCGA-ZG-A9LU-01",0.3059
"cg15199326","TCGA-ZG-A9LY-01",0.3776
"cg15199326","TCGA-ZG-A9LZ-01",0.5753
"cg15199326","TCGA-ZG-A9M4-01",0.5695
"cg15199326","TCGA-ZG-A9MC-01",0.2891
"cg15199326","TCGA-ZG-A9N3-01",0.2353
"cg15199326","TCGA-ZG-A9ND-01",0.6825
"cg15199326","TCGA-ZG-A9NI-01",0.5892
"cg00031256","TCGA-2A-A8VL-01",0.5175
"cg00031256","TCGA-2A-A8VO-01",0.7382
"cg00031256","TCGA-2A-A8VT-01",0.5479
"cg00031256","TCGA-2A-A8VV-01",0.7007
"cg00031256","TCGA-2A-A8VX-01",0.788
"cg00031256","TCGA-2A-A8W1-01",0.847
"cg00031256","TCGA-2A-A8W3-01",0.4835
"cg00031256","TCGA-2A-AAYF-01",0.7064
"cg00031256","TCGA-2A-AAYO-01",0.6059
"cg00031256","TCGA-2A-AAYU-01",0.6803
"cg00031256","TCGA-4L-AA1F-01",0.3749
"cg00031256","TCGA-CH-5737-01",0.752
"cg00031256","TCGA-CH-5738-01",0.5383
"cg00031256","TCGA-CH-5739-01",0.632
"cg00031256","TCGA-CH-5740-01",0.6288
"cg00031256","TCGA-CH-5741-01",0.6671
"cg00031256","TCGA-CH-5743-01",0.0512
"cg00031256","TCGA-CH-5744-01",0.5237
"cg00031256","TCGA-CH-5745-01",0.5818
"cg00031256","TCGA-CH-5746-01",0.3811
"cg00031256","TCGA-CH-5748-01",0.5832
"cg00031256","TCGA-CH-5750-01",0.6885
"cg00031256","TCGA-CH-5751-01",0.5226
"cg00031256","TCGA-CH-5752-01",0.6313
"cg00031256","TCGA-CH-5753-01",0.6789
"cg00031256","TCGA-CH-5754-01",0.415
"cg00031256","TCGA-CH-5761-01",0.6425
"cg00031256","TCGA-CH-5762-01",0.4787
"cg00031256","TCGA-CH-5763-01",0.1615
"cg00031256","TCGA-CH-5764-01",0.5064
"cg00031256","TCGA-CH-5765-01",0.6413
"cg00031256","TCGA-CH-5766-01",0.517
"cg00031256","TCGA-CH-5767-01",0.7071
"cg00031256","TCGA-CH-5768-01",0.6873
"cg00031256","TCGA-CH-5769-01",0.5796
"cg00031256","TCGA-CH-5771-01",0.3903
"cg00031256","TCGA-CH-5772-01",0.6402
"cg00031256","TCGA-CH-5788-01",0.7504
"cg00031256","TCGA-CH-5789-01",0.2268
"cg00031256","TCGA-CH-5790-01",0.6801
"cg00031256","TCGA-CH-5791-01",0.6401
"cg00031256","TCGA-CH-5792-01",0.5307
"cg00031256","TCGA-CH-5794-01",0.59
"cg00031256","TCGA-EJ-5494-01",0.6522
"cg00031256","TCGA-EJ-5495-01",0.4367
"cg00031256","TCGA-EJ-5496-01",0.5382
"cg00031256","TCGA-EJ-5497-01",0.4659
"cg00031256","TCGA-EJ-5498-01",0.2239
"cg00031256","TCGA-EJ-5499-01",0.4587
"cg00031256","TCGA-EJ-5501-01",0.4293
"cg00031256","TCGA-EJ-5502-01",0.4846
"cg00031256","TCGA-EJ-5503-01",0.1448
"cg00031256","TCGA-EJ-5504-01",0.5236
"cg00031256","TCGA-EJ-5505-01",0.5391
"cg00031256","TCGA-EJ-5506-01",0.2814
"cg00031256","TCGA-EJ-5507-01",0.5845
"cg00031256","TCGA-EJ-5508-01",0.4563
"cg00031256","TCGA-EJ-5509-01",0.5192
"cg00031256","TCGA-EJ-5510-01",0.3884
"cg00031256","TCGA-EJ-5511-01",0.6996
"cg00031256","TCGA-EJ-5512-01",0.3984
"cg00031256","TCGA-EJ-5514-01",0.6068
"cg00031256","TCGA-EJ-5515-01",0.2251
"cg00031256","TCGA-EJ-5516-01",0.4454
"cg00031256","TCGA-EJ-5517-01",0.549
"cg00031256","TCGA-EJ-5518-01",0.4963
"cg00031256","TCGA-EJ-5519-01",0.5983
"cg00031256","TCGA-EJ-5521-01",0.5698
"cg00031256","TCGA-EJ-5522-01",0.3307
"cg00031256","TCGA-EJ-5524-01",0.3922
"cg00031256","TCGA-EJ-5525-01",0.7412
"cg00031256","TCGA-EJ-5526-01",0.5038
"cg00031256","TCGA-EJ-5527-01",0.4731
"cg00031256","TCGA-EJ-5530-01",0.6765
"cg00031256","TCGA-EJ-5531-01",0.3769
"cg00031256","TCGA-EJ-5532-01",0.5673
"cg00031256","TCGA-EJ-5542-01",0.5149
"cg00031256","TCGA-EJ-7115-01",0.5646
"cg00031256","TCGA-EJ-7123-01",0.6634
"cg00031256","TCGA-EJ-7125-01",0.6527
"cg00031256","TCGA-EJ-7218-01",0.6168
"cg00031256","TCGA-EJ-7312-01",0.6903
"cg00031256","TCGA-EJ-7314-01",0.4794
"cg00031256","TCGA-EJ-7315-01",0.5733
"cg00031256","TCGA-EJ-7317-01",0.6999
"cg00031256","TCGA-EJ-7318-01",0.524
"cg00031256","TCGA-EJ-7321-01",0.5653
"cg00031256","TCGA-EJ-7325-01",0.642
"cg00031256","TCGA-EJ-7327-01",0.5399
"cg00031256","TCGA-EJ-7328-01",0.4154
"cg00031256","TCGA-EJ-7330-01",0.4158
"cg00031256","TCGA-EJ-7331-01",0.5353
"cg00031256","TCGA-EJ-7781-01",0.3609
"cg00031256","TCGA-EJ-7782-01",0.6111
"cg00031256","TCGA-EJ-7783-01",0.4318
"cg00031256","TCGA-EJ-7784-01",0.7153
"cg00031256","TCGA-EJ-7785-01",0.4205
"cg00031256","TCGA-EJ-7786-01",0.5381
"cg00031256","TCGA-EJ-7788-01",0.6036
"cg00031256","TCGA-EJ-7789-01",0.8422
"cg00031256","TCGA-EJ-7791-01",0.4371
"cg00031256","TCGA-EJ-7792-01",0.4682
"cg00031256","TCGA-EJ-7793-01",0.5619
"cg00031256","TCGA-EJ-7794-01",0.463
"cg00031256","TCGA-EJ-7797-01",0.4809
"cg00031256","TCGA-EJ-8468-01",0.6324
"cg00031256","TCGA-EJ-8469-01",0.7569
"cg00031256","TCGA-EJ-8470-01",0.5758
"cg00031256","TCGA-EJ-8472-01",0.6923
"cg00031256","TCGA-EJ-8474-01",0.6945
"cg00031256","TCGA-EJ-A46B-01",0.455
"cg00031256","TCGA-EJ-A46D-01",0.336
"cg00031256","TCGA-EJ-A46E-01",0.2044
"cg00031256","TCGA-EJ-A46F-01",0.8456
"cg00031256","TCGA-EJ-A46G-01",0.6528
"cg00031256","TCGA-EJ-A46H-01",0.0216
"cg00031256","TCGA-EJ-A46I-01",0.541
"cg00031256","TCGA-EJ-A65B-01",0.4324
"cg00031256","TCGA-EJ-A65D-01",0.9151
"cg00031256","TCGA-EJ-A65E-01",0.5894
"cg00031256","TCGA-EJ-A65F-01",0.6156
"cg00031256","TCGA-EJ-A65G-01",0.4941
"cg00031256","TCGA-EJ-A65J-01",0.5872
"cg00031256","TCGA-EJ-A65M-01",0.6695
"cg00031256","TCGA-EJ-A6RA-01",0.3692
"cg00031256","TCGA-EJ-A6RC-01",0.5232
"cg00031256","TCGA-EJ-A7NF-01",0.6648
"cg00031256","TCGA-EJ-A7NG-01",0.2867
"cg00031256","TCGA-EJ-A7NH-01",0.4095
"cg00031256","TCGA-EJ-A7NJ-01",0.2801
"cg00031256","TCGA-EJ-A7NK-01",0.2009
"cg00031256","TCGA-EJ-A7NM-01",0.512
"cg00031256","TCGA-EJ-A7NN-01",0.2901
"cg00031256","TCGA-EJ-A8FN-01",0.5912
"cg00031256","TCGA-EJ-A8FO-01",0.3119
"cg00031256","TCGA-EJ-A8FP-01",0.1452
"cg00031256","TCGA-EJ-A8FS-01",0.6622
"cg00031256","TCGA-EJ-A8FU-01",0.2732
"cg00031256","TCGA-EJ-AB20-01",0.575
"cg00031256","TCGA-EJ-AB27-01",0.4739
"cg00031256","TCGA-FC-7708-01",0.4664
"cg00031256","TCGA-FC-7961-01",0.5321
"cg00031256","TCGA-FC-A4JI-01",0.018
"cg00031256","TCGA-FC-A5OB-01",0.7501
"cg00031256","TCGA-FC-A66V-01",0.0558
"cg00031256","TCGA-FC-A6HD-01",0.7226
"cg00031256","TCGA-FC-A8O0-01",0.1217
"cg00031256","TCGA-G9-6329-01",0.369
"cg00031256","TCGA-G9-6332-01",0.6673
"cg00031256","TCGA-G9-6333-01",0.488
"cg00031256","TCGA-G9-6336-01",0.3629
"cg00031256","TCGA-G9-6338-01",0.6422
"cg00031256","TCGA-G9-6339-01",0.5546
"cg00031256","TCGA-G9-6342-01",0.495
"cg00031256","TCGA-G9-6343-01",0.5355
"cg00031256","TCGA-G9-6347-01",0.4048
"cg00031256","TCGA-G9-6348-01",0.3926
"cg00031256","TCGA-G9-6351-01",0.4752
"cg00031256","TCGA-G9-6353-01",0.3589
"cg00031256","TCGA-G9-6354-01",0.6453
"cg00031256","TCGA-G9-6356-01",0.4434
"cg00031256","TCGA-G9-6361-01",0.6509
"cg00031256","TCGA-G9-6362-01",0.7118
"cg00031256","TCGA-G9-6363-01",0.5331
"cg00031256","TCGA-G9-6364-01",0.4999
"cg00031256","TCGA-G9-6365-01",0.4302
"cg00031256","TCGA-G9-6366-01",0.5886
"cg00031256","TCGA-G9-6367-01",0.2565
"cg00031256","TCGA-G9-6369-01",0.7422
"cg00031256","TCGA-G9-6370-01",0.2119
"cg00031256","TCGA-G9-6371-01",0.6367
"cg00031256","TCGA-G9-6373-01",0.6589
"cg00031256","TCGA-G9-6377-01",0.5557
"cg00031256","TCGA-G9-6378-01",0.411
"cg00031256","TCGA-G9-6379-01",0.4397
"cg00031256","TCGA-G9-6384-01",0.4278
"cg00031256","TCGA-G9-6385-01",0.4318
"cg00031256","TCGA-G9-6494-01",0.4309
"cg00031256","TCGA-G9-6496-01",0.6631
"cg00031256","TCGA-G9-6498-01",0.5734
"cg00031256","TCGA-G9-6499-01",0.5159
"cg00031256","TCGA-G9-7509-01",0.5712
"cg00031256","TCGA-G9-7510-01",0.5044
"cg00031256","TCGA-G9-7519-01",0.5151
"cg00031256","TCGA-G9-7521-01",0.5603
"cg00031256","TCGA-G9-7522-01",0.5188
"cg00031256","TCGA-G9-7523-01",0.4786
"cg00031256","TCGA-G9-7525-01",0.6668
"cg00031256","TCGA-G9-A9S0-01",0.4954
"cg00031256","TCGA-G9-A9S4-01",0.6641
"cg00031256","TCGA-G9-A9S7-01",0.5931
"cg00031256","TCGA-H9-7775-01",0.6506
"cg00031256","TCGA-H9-A6BX-01",0.3747
"cg00031256","TCGA-H9-A6BY-01",0.6793
"cg00031256","TCGA-HC-7075-01",0.7416
"cg00031256","TCGA-HC-7077-01",0.8077
"cg00031256","TCGA-HC-7078-01",0.6416
"cg00031256","TCGA-HC-7079-01",0.2493
"cg00031256","TCGA-HC-7080-01",0.7899
"cg00031256","TCGA-HC-7081-01",0.5501
"cg00031256","TCGA-HC-7209-01",0.5283
"cg00031256","TCGA-HC-7210-01",0.4751
"cg00031256","TCGA-HC-7211-01",0.609
"cg00031256","TCGA-HC-7212-01",0.6675
"cg00031256","TCGA-HC-7213-01",0.6559
"cg00031256","TCGA-HC-7230-01",0.7637
"cg00031256","TCGA-HC-7231-01",0.605
"cg00031256","TCGA-HC-7232-01",0.5307
"cg00031256","TCGA-HC-7233-01",0.542
"cg00031256","TCGA-HC-7736-01",0.5229
"cg00031256","TCGA-HC-7737-01",0.4108
"cg00031256","TCGA-HC-7738-01",0.6174
"cg00031256","TCGA-HC-7740-01",0.37225
"cg00031256","TCGA-HC-7742-01",0.2439
"cg00031256","TCGA-HC-7744-01",0.6899
"cg00031256","TCGA-HC-7745-01",0.4549
"cg00031256","TCGA-HC-7747-01",0.1813
"cg00031256","TCGA-HC-7748-01",0.493
"cg00031256","TCGA-HC-7749-01",0.5925
"cg00031256","TCGA-HC-7750-01",0.4149
"cg00031256","TCGA-HC-7752-01",0.7854
"cg00031256","TCGA-HC-7817-01",0.3414
"cg00031256","TCGA-HC-7818-01",0.5728
"cg00031256","TCGA-HC-7819-01",0.6498
"cg00031256","TCGA-HC-7820-01",0.5166
"cg00031256","TCGA-HC-7821-01",0.6515
"cg00031256","TCGA-HC-8213-01",0.7823
"cg00031256","TCGA-HC-8216-01",0.571
"cg00031256","TCGA-HC-8256-01",0.5706
"cg00031256","TCGA-HC-8257-01",0.5829
"cg00031256","TCGA-HC-8258-01",0.369
"cg00031256","TCGA-HC-8259-01",0.609
"cg00031256","TCGA-HC-8260-01",0.3668
"cg00031256","TCGA-HC-8261-01",0.5609
"cg00031256","TCGA-HC-8262-01",0.6119
"cg00031256","TCGA-HC-8264-01",0.6355
"cg00031256","TCGA-HC-8265-01",0.59765
"cg00031256","TCGA-HC-8266-01",0.518
"cg00031256","TCGA-HC-A48F-01",0.771
"cg00031256","TCGA-HC-A4ZV-01",0.593
"cg00031256","TCGA-HC-A631-01",0.8105
"cg00031256","TCGA-HC-A632-01",0.439
"cg00031256","TCGA-HC-A6AL-01",0.613
"cg00031256","TCGA-HC-A6AN-01",0.611
"cg00031256","TCGA-HC-A6AO-01",0.7011
"cg00031256","TCGA-HC-A6AP-01",0.5091
"cg00031256","TCGA-HC-A6AQ-01",0.5625
"cg00031256","TCGA-HC-A6AS-01",0.5091
"cg00031256","TCGA-HC-A6HX-01",0.2978
"cg00031256","TCGA-HC-A6HY-01",0.3891
"cg00031256","TCGA-HC-A76W-01",0.5474
"cg00031256","TCGA-HC-A76X-01",0.7499
"cg00031256","TCGA-HC-A8CY-01",0.5106
"cg00031256","TCGA-HC-A8D0-01",0.3764
"cg00031256","TCGA-HC-A8D1-01",0.28
"cg00031256","TCGA-HC-A9TE-01",0.5591
"cg00031256","TCGA-HC-A9TH-01",0.5374
"cg00031256","TCGA-HI-7168-01",0.5732
"cg00031256","TCGA-HI-7169-01",0.576
"cg00031256","TCGA-HI-7170-01",0.4871
"cg00031256","TCGA-HI-7171-01",0.7045
"cg00031256","TCGA-J4-8198-01",0.6151
"cg00031256","TCGA-J4-8200-01",0.5351
"cg00031256","TCGA-J4-A67K-01",0.5726
"cg00031256","TCGA-J4-A67L-01",0.5418
"cg00031256","TCGA-J4-A67M-01",0.4556
"cg00031256","TCGA-J4-A67N-01",0.6797
"cg00031256","TCGA-J4-A67O-01",0.4032
"cg00031256","TCGA-J4-A67Q-01",0.5308
"cg00031256","TCGA-J4-A67R-01",0.4691
"cg00031256","TCGA-J4-A67S-01",0.5534
